,invoice_id,gross_income,gross_margin_pct,cogs,payment,time,date,total,tax_pct,quantity,unit_price,product_line
210,888-02-0338,11.8035,4.7619047619999995,236.07,Ewallet,20:24,1/25/2019,247.8735,11.8035,9,26.23,Electronic accessories
211,677-11-0152,41.967,4.7619047619999995,839.34,Cash,18:08,1/16/2019,881.307,41.967,9,93.26,Food and beverages
212,142-63-6033,23.09,4.7619047619999995,461.8,Ewallet,19:17,3/20/2019,484.89,23.09,5,92.36,Home and lifestyle
213,656-16-1063,6.962999999999999,4.7619047619999995,139.26,Credit card,13:24,1/4/2019,146.22299999999998,6.962999999999999,3,46.42,Sports and travel
214,891-58-8335,10.3635,4.7619047619999995,207.27,Cash,15:53,3/11/2019,217.6335,10.3635,7,29.61,Sports and travel
215,802-43-8934,0.914,4.7619047619999995,18.28,Credit card,15:05,3/22/2019,19.194000000000003,0.914,1,18.28,Home and lifestyle
216,560-30-5617,6.1925,4.7619047619999995,123.85,Cash,18:27,3/24/2019,130.0425,6.1925,5,24.77,Sports and travel
217,319-74-2561,14.196,4.7619047619999995,283.92,Cash,16:55,2/21/2019,298.116,14.196,3,94.64,Electronic accessories
218,549-03-9315,37.948,4.7619047619999995,758.96,Ewallet,12:58,2/12/2019,796.908,37.948,8,94.87,Fashion accessories
219,790-29-1172,8.601,4.7619047619999995,172.02,Credit card,18:59,3/10/2019,180.62099999999998,8.601,3,57.34,Food and beverages
220,239-36-3640,13.605,4.7619047619999995,272.1,Ewallet,13:44,1/31/2019,285.705,13.605,6,45.35,Electronic accessories
221,468-01-2051,21.728,4.7619047619999995,434.56,Ewallet,13:46,3/6/2019,456.288,21.728,7,62.08,Food and beverages
222,389-25-3394,2.9525,4.7619047619999995,59.05,Cash,18:06,2/17/2019,62.0025,2.9525,5,11.81,Electronic accessories
223,279-62-1445,0.627,4.7619047619999995,12.54,Cash,12:38,2/21/2019,13.167,0.627,1,12.54,Fashion accessories
224,213-72-6612,4.325,4.7619047619999995,86.5,Cash,15:56,3/20/2019,90.825,4.325,2,43.25,Food and beverages
225,746-68-6593,8.716000000000001,4.7619047619999995,174.32,Credit card,14:29,1/11/2019,183.03599999999997,8.716000000000001,2,87.16,Sports and travel
226,836-82-5858,31.2165,4.7619047619999995,624.33,Ewallet,19:14,1/26/2019,655.5465,31.2165,9,69.37,Health and beauty
227,583-72-1480,7.412000000000001,4.7619047619999995,148.24,Ewallet,16:24,1/31/2019,155.65200000000002,7.412000000000001,4,37.06,Electronic accessories
228,466-61-5506,27.21,4.7619047619999995,544.2,Cash,10:52,2/26/2019,571.41,27.21,6,90.7,Electronic accessories
229,721-86-6247,25.368000000000002,4.7619047619999995,507.36,Ewallet,12:55,3/11/2019,532.7280000000001,25.368000000000002,8,63.42,Home and lifestyle
230,289-65-5721,8.137,4.7619047619999995,162.74,Cash,19:28,1/26/2019,170.877,8.137,2,81.37,Fashion accessories
231,545-46-3100,1.5885,4.7619047619999995,31.77,Credit card,13:52,3/12/2019,33.3585,1.5885,3,10.59,Electronic accessories
232,418-02-5978,37.8405,4.7619047619999995,756.81,Cash,10:54,2/11/2019,794.6505,37.8405,9,84.09,Health and beauty
233,269-04-5750,14.764000000000001,4.7619047619999995,295.28,Cash,18:31,2/21/2019,310.04400000000004,14.764000000000001,4,73.82,Fashion accessories
234,157-13-5295,25.97,4.7619047619999995,519.4,Ewallet,18:24,3/9/2019,545.37,25.97,10,51.94,Health and beauty
235,645-78-8093,9.314,4.7619047619999995,186.28,Ewallet,18:09,1/20/2019,195.59400000000002,9.314,2,93.14,Sports and travel
236,211-30-9270,4.3525,4.7619047619999995,87.05,Credit card,15:16,1/28/2019,91.4025,4.3525,5,17.41,Health and beauty
237,755-12-3214,11.055,4.7619047619999995,221.1,Credit card,17:07,3/5/2019,232.155,11.055,5,44.22,Fashion accessories
238,346-84-3103,3.305,4.7619047619999995,66.1,Cash,19:26,3/2/2019,69.405,3.305,5,13.22,Electronic accessories
239,478-06-7835,4.4845,4.7619047619999995,89.69,Ewallet,11:20,1/11/2019,94.1745,4.4845,1,89.69,Fashion accessories
240,540-11-4336,11.222999999999999,4.7619047619999995,224.46,Credit card,16:49,1/11/2019,235.683,11.222999999999999,9,24.94,Food and beverages
241,448-81-5016,5.977,4.7619047619999995,119.54,Credit card,12:01,3/11/2019,125.51700000000001,5.977,2,59.77,Health and beauty
242,142-72-4741,9.32,4.7619047619999995,186.4,Credit card,18:37,2/28/2019,195.72,9.32,2,93.2,Fashion accessories
243,217-58-1179,12.53,4.7619047619999995,250.6,Cash,11:25,1/5/2019,263.13,12.53,4,62.65,Home and lifestyle
244,376-02-8238,37.548,4.7619047619999995,750.96,Credit card,18:42,2/2/2019,788.508,37.548,8,93.87,Home and lifestyle
245,530-90-9855,19.035999999999998,4.7619047619999995,380.72,Cash,14:47,1/1/2019,399.756,19.035999999999998,8,47.59,Home and lifestyle
246,866-05-7563,12.21,4.7619047619999995,244.2,Cash,19:43,2/9/2019,256.41,12.21,3,81.4,Electronic accessories
247,604-70-6476,4.485,4.7619047619999995,89.7,Ewallet,14:04,1/23/2019,94.185,4.485,5,17.94,Fashion accessories
248,799-71-1548,15.544,4.7619047619999995,310.88,Credit card,16:11,1/7/2019,326.42400000000004,15.544,4,77.72,Electronic accessories
249,785-13-7708,25.570999999999998,4.7619047619999995,511.42,Credit card,19:06,1/14/2019,536.991,25.570999999999998,7,73.06,Food and beverages
250,845-51-0542,20.9475,4.7619047619999995,418.95,Ewallet,15:34,2/2/2019,439.8975,20.9475,9,46.55,Food and beverages
251,662-47-5456,17.595,4.7619047619999995,351.9,Credit card,19:06,3/17/2019,369.495,17.595,10,35.19,Fashion accessories
252,883-17-4236,1.439,4.7619047619999995,28.78,Credit card,19:44,3/2/2019,30.219,1.439,2,14.39,Sports and travel
253,290-68-2984,4.75,4.7619047619999995,95.0,Cash,11:22,3/16/2019,99.75,4.75,4,23.75,Home and lifestyle
254,704-11-6354,23.56,4.7619047619999995,471.2,Cash,11:23,1/6/2019,494.76,23.56,8,58.9,Home and lifestyle
255,110-48-7033,6.524,4.7619047619999995,130.48,Cash,14:12,1/29/2019,137.004,6.524,4,32.62,Fashion accessories
256,366-93-0948,3.3175,4.7619047619999995,66.35,Credit card,10:46,1/31/2019,69.6675,3.3175,1,66.35,Electronic accessories
257,729-09-9681,7.773,4.7619047619999995,155.46,Ewallet,10:16,2/5/2019,163.233,7.773,6,25.91,Home and lifestyle
258,151-16-1484,6.45,4.7619047619999995,129.0,Ewallet,12:38,2/13/2019,135.45,6.45,4,32.25,Electronic accessories
259,380-94-4661,13.187999999999999,4.7619047619999995,263.76,Credit card,13:05,2/7/2019,276.948,13.187999999999999,4,65.94,Electronic accessories
260,850-41-9669,33.777,4.7619047619999995,675.54,Ewallet,13:25,3/19/2019,709.317,33.777,9,75.06,Electronic accessories
261,821-07-3596,3.29,4.7619047619999995,65.8,Ewallet,14:53,3/7/2019,69.09,3.29,4,16.45,Fashion accessories
262,655-85-5130,7.66,4.7619047619999995,153.2,Cash,19:22,3/13/2019,160.86,7.66,4,38.3,Fashion accessories
263,447-15-7839,11.12,4.7619047619999995,222.4,Cash,11:00,2/9/2019,233.52,11.12,10,22.24,Sports and travel
264,154-74-7179,2.7225,4.7619047619999995,54.45,Ewallet,19:24,2/26/2019,57.1725,2.7225,1,54.45,Sports and travel
265,253-12-6086,34.44,4.7619047619999995,688.8,Credit card,12:43,3/12/2019,723.24,34.44,7,98.4,Sports and travel
266,808-65-0703,7.093999999999999,4.7619047619999995,141.88,Credit card,17:22,3/14/2019,148.974,7.093999999999999,4,35.47,Home and lifestyle
267,571-94-0759,37.3,4.7619047619999995,746.0,Cash,20:55,1/8/2019,783.3,37.3,10,74.6,Food and beverages
268,144-51-6085,14.148,4.7619047619999995,282.96,Credit card,16:05,1/5/2019,297.108,14.148,4,70.74,Home and lifestyle
269,731-14-2199,17.77,4.7619047619999995,355.4,Ewallet,13:34,1/4/2019,373.17,17.77,10,35.54,Home and lifestyle
270,783-09-1637,16.8575,4.7619047619999995,337.15,Ewallet,18:13,3/6/2019,354.0075,16.8575,5,67.43,Sports and travel
271,687-15-1097,2.112,4.7619047619999995,42.24,Cash,19:17,1/3/2019,44.352,2.112,2,21.12,Health and beauty
272,126-54-1082,9.693,4.7619047619999995,193.86,Credit card,11:44,1/7/2019,203.553,9.693,9,21.54,Home and lifestyle
273,633-91-1052,1.203,4.7619047619999995,24.06,Cash,15:51,1/27/2019,25.263,1.203,2,12.03,Home and lifestyle
274,477-24-6490,29.913,4.7619047619999995,598.26,Ewallet,16:52,2/26/2019,628.173,29.913,6,99.71,Health and beauty
275,566-19-5475,16.7895,4.7619047619999995,335.79,Cash,20:52,1/7/2019,352.5795,16.7895,7,47.97,Fashion accessories
276,526-86-8552,10.91,4.7619047619999995,218.2,Cash,17:36,1/7/2019,229.11,10.91,10,21.82,Home and lifestyle
277,376-56-3573,19.084,4.7619047619999995,381.68,Ewallet,13:23,2/2/2019,400.764,19.084,4,95.42,Fashion accessories
278,537-72-0426,35.495,4.7619047619999995,709.9,Cash,16:28,3/20/2019,745.395,35.495,10,70.99,Fashion accessories
279,828-61-5674,22.01,4.7619047619999995,440.2,Credit card,19:57,3/20/2019,462.21,22.01,10,44.02,Sports and travel
280,136-08-6195,27.984,4.7619047619999995,559.68,Credit card,17:01,2/15/2019,587.664,27.984,8,69.96,Home and lifestyle
281,523-38-0215,1.85,4.7619047619999995,37.0,Credit card,13:29,3/6/2019,38.85,1.85,1,37.0,Home and lifestyle
282,490-29-1201,0.767,4.7619047619999995,15.34,Cash,11:09,1/6/2019,16.107,0.767,1,15.34,Sports and travel
283,667-92-0055,29.949,4.7619047619999995,598.98,Ewallet,15:02,3/4/2019,628.929,29.949,6,99.83,Health and beauty
284,565-17-3836,9.533999999999999,4.7619047619999995,190.68,Cash,14:21,3/12/2019,200.21400000000003,9.533999999999999,4,47.67,Health and beauty
285,498-41-1961,16.67,4.7619047619999995,333.4,Cash,18:01,2/20/2019,350.07,16.67,5,66.68,Health and beauty
286,593-95-4461,3.7430000000000003,4.7619047619999995,74.86,Cash,14:49,3/24/2019,78.60300000000001,3.7430000000000003,1,74.86,Home and lifestyle
287,226-71-3580,10.6875,4.7619047619999995,213.75,Cash,12:02,1/31/2019,224.4375,10.6875,9,23.75,Sports and travel
288,283-79-9594,16.9785,4.7619047619999995,339.57,Credit card,13:30,1/25/2019,356.5485,16.9785,7,48.51,Food and beverages
289,430-60-3493,33.208,4.7619047619999995,664.16,Cash,14:38,2/3/2019,697.368,33.208,7,94.88,Home and lifestyle
290,139-20-0155,20.15,4.7619047619999995,403.0,Credit card,17:37,1/24/2019,423.15,20.15,10,40.3,Electronic accessories
291,558-80-4082,9.7475,4.7619047619999995,194.95,Ewallet,17:20,3/14/2019,204.6975,9.7475,7,27.85,Electronic accessories
292,278-97-7759,3.1239999999999997,4.7619047619999995,62.48,Cash,20:29,2/18/2019,65.604,3.1239999999999997,1,62.48,Electronic accessories
293,316-68-6352,3.636,4.7619047619999995,72.72,Cash,10:00,1/21/2019,76.35600000000001,3.636,2,36.36,Food and beverages
294,585-03-5943,9.055,4.7619047619999995,181.1,Ewallet,11:46,3/13/2019,190.155,9.055,10,18.11,Health and beauty
295,211-05-0490,12.98,4.7619047619999995,259.6,Cash,13:42,3/3/2019,272.58,12.98,5,51.92,Electronic accessories
296,727-75-6477,5.768,4.7619047619999995,115.36,Cash,14:44,3/29/2019,121.12799999999999,5.768,4,28.84,Electronic accessories
297,744-02-5987,23.514,4.7619047619999995,470.28,Ewallet,14:16,1/10/2019,493.79400000000004,23.514,6,78.38,Home and lifestyle
298,307-83-9164,12.002,4.7619047619999995,240.04,Cash,15:54,1/25/2019,252.042,12.002,4,60.01,Home and lifestyle
299,779-06-0012,4.4305,4.7619047619999995,88.61,Cash,10:21,1/19/2019,93.0405,4.4305,1,88.61,Home and lifestyle
300,446-47-6729,9.982000000000001,4.7619047619999995,199.64,Credit card,18:09,1/2/2019,209.622,9.982000000000001,2,99.82,Fashion accessories
301,573-10-3877,1.9505,4.7619047619999995,39.01,Credit card,16:46,3/12/2019,40.9605,1.9505,1,39.01,Health and beauty
302,735-06-4124,2.4305,4.7619047619999995,48.61,Cash,15:31,2/25/2019,51.0405,2.4305,1,48.61,Food and beverages
303,439-54-7422,10.238,4.7619047619999995,204.76,Credit card,17:15,3/18/2019,214.998,10.238,4,51.19,Electronic accessories
304,396-90-2219,5.984,4.7619047619999995,119.68,Cash,12:29,2/23/2019,125.664,5.984,8,14.96,Electronic accessories
305,411-77-0180,25.27,4.7619047619999995,505.4,Ewallet,20:14,3/26/2019,530.67,25.27,7,72.2,Electronic accessories
306,286-01-5402,14.0805,4.7619047619999995,281.61,Cash,13:22,3/30/2019,295.6905,14.0805,7,40.23,Sports and travel
307,803-17-8013,35.516,4.7619047619999995,710.32,Cash,17:09,2/17/2019,745.836,35.516,8,88.79,Home and lifestyle
308,512-98-1403,3.972,4.7619047619999995,79.44,Ewallet,10:40,3/21/2019,83.412,3.972,3,26.48,Electronic accessories
309,848-42-2560,8.191,4.7619047619999995,163.82,Cash,17:43,3/5/2019,172.011,8.191,2,81.91,Fashion accessories
310,532-59-7201,23.979,4.7619047619999995,479.58,Cash,14:04,1/31/2019,503.559,23.979,6,79.93,Sports and travel
311,181-94-6432,6.933,4.7619047619999995,138.66,Ewallet,19:05,2/5/2019,145.593,6.933,2,69.33,Fashion accessories
312,870-76-1733,3.5575,4.7619047619999995,71.15,Credit card,10:08,2/1/2019,74.7075,3.5575,5,14.23,Food and beverages
313,423-64-4619,6.9975,4.7619047619999995,139.95,Cash,13:12,3/7/2019,146.9475,6.9975,9,15.55,Health and beauty
314,227-07-4446,39.065,4.7619047619999995,781.3,Cash,20:51,2/10/2019,820.365,39.065,10,78.13,Electronic accessories
315,174-36-3675,9.937000000000001,4.7619047619999995,198.74,Cash,17:29,2/14/2019,208.67700000000002,9.937000000000001,2,99.37,Food and beverages
316,428-83-5800,3.162,4.7619047619999995,63.24,Cash,10:25,2/9/2019,66.402,3.162,3,21.08,Food and beverages
317,603-07-0961,18.6975,4.7619047619999995,373.95,Cash,11:34,1/10/2019,392.6475,18.6975,5,74.79,Electronic accessories
318,704-20-4138,10.3845,4.7619047619999995,207.69,Credit card,18:58,3/11/2019,218.0745,10.3845,7,29.67,Health and beauty
319,787-15-1757,8.814,4.7619047619999995,176.28,Ewallet,16:28,2/18/2019,185.09400000000002,8.814,4,44.07,Health and beauty
320,649-11-3678,10.3185,4.7619047619999995,206.37,Cash,20:26,2/26/2019,216.6885,10.3185,9,22.93,Food and beverages
321,622-20-1945,1.9709999999999999,4.7619047619999995,39.42,Cash,15:08,1/18/2019,41.391000000000005,1.9709999999999999,1,39.42,Health and beauty
322,372-94-8041,4.578,4.7619047619999995,91.56,Ewallet,18:03,2/15/2019,96.13799999999999,4.578,6,15.26,Health and beauty
323,563-91-7120,15.4425,4.7619047619999995,308.85,Cash,13:21,3/8/2019,324.2925,15.4425,5,61.77,Fashion accessories
324,746-54-5508,6.456,4.7619047619999995,129.12,Credit card,12:48,1/17/2019,135.576,6.456,6,21.52,Home and lifestyle
325,276-54-0879,19.548,4.7619047619999995,390.96,Ewallet,19:53,3/12/2019,410.50800000000004,19.548,4,97.74,Sports and travel
326,815-11-1168,24.945,4.7619047619999995,498.9,Cash,19:09,3/9/2019,523.845,24.945,5,99.78,Food and beverages
327,719-76-3868,18.852,4.7619047619999995,377.04,Cash,16:30,3/12/2019,395.892,18.852,4,94.26,Food and beverages
328,730-61-8757,10.226,4.7619047619999995,204.52,Credit card,10:11,1/25/2019,214.74599999999998,10.226,4,51.13,Health and beauty
329,340-66-0321,7.272,4.7619047619999995,145.44,Cash,13:07,3/25/2019,152.71200000000002,7.272,4,36.36,Electronic accessories
330,868-81-1752,9.908999999999999,4.7619047619999995,198.18,Cash,18:48,2/7/2019,208.08900000000003,9.908999999999999,9,22.02,Home and lifestyle
331,634-97-8956,4.935,4.7619047619999995,98.7,Credit card,17:27,2/17/2019,103.635,4.935,3,32.9,Food and beverages
332,566-71-1091,19.255,4.7619047619999995,385.1,Cash,15:59,2/3/2019,404.355,19.255,5,77.02,Fashion accessories
333,442-48-3607,2.3480000000000003,4.7619047619999995,46.96,Credit card,11:21,3/14/2019,49.308,2.3480000000000003,2,23.48,Food and beverages
334,835-16-0096,3.675,4.7619047619999995,73.5,Ewallet,13:48,3/24/2019,77.175,3.675,5,14.7,Sports and travel
335,527-09-6272,7.1125,4.7619047619999995,142.25,Credit card,10:17,3/21/2019,149.3625,7.1125,5,28.45,Electronic accessories
336,898-04-2717,34.38,4.7619047619999995,687.6,Ewallet,15:49,3/19/2019,721.98,34.38,9,76.4,Fashion accessories
337,692-27-8933,17.385,4.7619047619999995,347.7,Cash,13:02,2/24/2019,365.085,17.385,6,57.95,Sports and travel
338,633-09-3463,7.1475,4.7619047619999995,142.95,Credit card,12:58,3/28/2019,150.0975,7.1475,3,47.65,Electronic accessories
339,374-17-3652,19.269000000000002,4.7619047619999995,385.38,Credit card,15:26,2/5/2019,404.649,19.269000000000002,9,42.82,Food and beverages
340,378-07-7001,7.2135,4.7619047619999995,144.27,Credit card,18:23,2/10/2019,151.4835,7.2135,3,48.09,Electronic accessories
341,433-75-6987,19.5895,4.7619047619999995,391.79,Ewallet,19:06,3/5/2019,411.3795,19.5895,7,55.97,Health and beauty
342,873-95-4984,26.915,4.7619047619999995,538.3,Cash,20:21,2/15/2019,565.215,26.915,7,76.9,Health and beauty
343,416-13-5917,24.2575,4.7619047619999995,485.15,Ewallet,16:24,1/30/2019,509.4075,24.2575,5,97.03,Food and beverages
344,150-89-8043,6.6975,4.7619047619999995,133.95,Cash,15:04,2/14/2019,140.6475,6.6975,3,44.65,Sports and travel
345,135-84-8019,35.0685,4.7619047619999995,701.37,Ewallet,16:10,2/27/2019,736.4385,35.0685,9,77.93,Fashion accessories
346,441-94-7118,3.5975,4.7619047619999995,71.95,Cash,12:14,2/4/2019,75.5475,3.5975,1,71.95,Electronic accessories
347,725-96-3778,35.7,4.7619047619999995,714.0,Cash,10:13,1/20/2019,749.7,35.7,8,89.25,Home and lifestyle
348,531-80-1784,9.107000000000001,4.7619047619999995,182.14,Cash,17:38,3/28/2019,191.247,9.107000000000001,7,26.02,Electronic accessories
349,400-45-1220,6.75,4.7619047619999995,135.0,Credit card,11:06,2/27/2019,141.75,6.75,10,13.5,Health and beauty
350,860-79-0874,49.65,4.7619047619999995,993.0,Credit card,14:53,2/15/2019,1042.65,49.65,10,99.3,Fashion accessories
351,834-61-8124,18.0915,4.7619047619999995,361.83,Cash,18:22,1/26/2019,379.9215,18.0915,7,51.69,Electronic accessories
352,115-99-4379,19.1555,4.7619047619999995,383.11,Credit card,19:02,3/14/2019,402.2655,19.1555,7,54.73,Fashion accessories
353,565-67-6697,12.15,4.7619047619999995,243.0,Cash,14:16,3/2/2019,255.15,12.15,9,27.0,Home and lifestyle
354,320-49-6392,1.5119999999999998,4.7619047619999995,30.24,Cash,15:44,3/4/2019,31.752,1.5119999999999998,1,30.24,Electronic accessories
355,889-04-9723,17.828,4.7619047619999995,356.56,Credit card,12:20,1/7/2019,374.38800000000003,17.828,4,89.14,Food and beverages
356,632-90-0281,18.775,4.7619047619999995,375.5,Credit card,20:01,3/8/2019,394.275,18.775,10,37.55,Fashion accessories
357,554-42-2417,47.72,4.7619047619999995,954.4,Cash,13:45,1/9/2019,1002.12,47.72,10,95.44,Sports and travel
358,453-63-6187,4.125,4.7619047619999995,82.5,Ewallet,15:40,3/1/2019,86.625,4.125,3,27.5,Electronic accessories
359,578-80-7669,3.7485,4.7619047619999995,74.97,Cash,16:58,3/16/2019,78.7185,3.7485,1,74.97,Sports and travel
360,612-36-5536,32.384,4.7619047619999995,647.68,Credit card,11:12,2/17/2019,680.064,32.384,8,80.96,Food and beverages
361,605-72-4132,37.788000000000004,4.7619047619999995,755.76,Cash,15:12,2/27/2019,793.548,37.788000000000004,8,94.47,Food and beverages
362,471-41-2823,9.979,4.7619047619999995,199.58,Ewallet,20:37,3/7/2019,209.55900000000003,9.979,2,99.79,Food and beverages
363,462-67-9126,21.965999999999998,4.7619047619999995,439.32,Cash,17:44,1/21/2019,461.286,21.965999999999998,6,73.22,Home and lifestyle
364,272-27-9238,8.248,4.7619047619999995,164.96,Cash,16:23,2/19/2019,173.208,8.248,4,41.24,Food and beverages
365,834-25-9262,16.336,4.7619047619999995,326.72,Cash,12:12,1/6/2019,343.056,16.336,4,81.68,Fashion accessories
366,122-61-9553,23.094,4.7619047619999995,461.88,Cash,19:33,3/14/2019,484.974,23.094,9,51.32,Electronic accessories
367,468-88-0009,13.187999999999999,4.7619047619999995,263.76,Cash,10:29,3/24/2019,276.948,13.187999999999999,4,65.94,Home and lifestyle
368,613-59-9758,7.18,4.7619047619999995,143.6,Cash,14:28,1/27/2019,150.78,7.18,10,14.36,Sports and travel
369,254-31-0042,9.675,4.7619047619999995,193.5,Credit card,12:46,3/6/2019,203.175,9.675,9,21.5,Electronic accessories
370,201-86-2184,9.191,4.7619047619999995,183.82,Cash,19:40,2/2/2019,193.011,9.191,7,26.26,Electronic accessories
371,261-12-8671,6.096,4.7619047619999995,121.92,Credit card,19:39,1/25/2019,128.016,6.096,2,60.96,Fashion accessories
372,730-70-9830,21.033,4.7619047619999995,420.66,Ewallet,17:54,3/14/2019,441.69300000000004,21.033,6,70.11,Home and lifestyle
373,382-25-8917,12.624,4.7619047619999995,252.48,Cash,12:25,1/29/2019,265.10400000000004,12.624,6,42.08,Fashion accessories
374,422-29-8786,16.7725,4.7619047619999995,335.45,Credit card,16:47,1/3/2019,352.2225,16.7725,5,67.09,Home and lifestyle
375,667-23-5919,24.175,4.7619047619999995,483.5,Ewallet,12:52,1/14/2019,507.675,24.175,5,96.7,Fashion accessories
376,843-01-4703,15.921,4.7619047619999995,318.42,Credit card,19:50,1/5/2019,334.341,15.921,9,35.38,Home and lifestyle
377,743-88-1662,33.4215,4.7619047619999995,668.43,Ewallet,18:17,2/22/2019,701.8515,33.4215,7,95.49,Sports and travel
378,595-86-2894,19.396,4.7619047619999995,387.92,Ewallet,17:20,2/6/2019,407.316,19.396,4,96.98,Fashion accessories
379,182-69-8360,4.73,4.7619047619999995,94.6,Credit card,13:32,1/30/2019,99.33,4.73,4,23.65,Electronic accessories
380,289-15-7034,16.465999999999998,4.7619047619999995,329.32,Credit card,10:37,1/11/2019,345.786,16.465999999999998,4,82.33,Sports and travel
381,462-78-5240,2.661,4.7619047619999995,53.22,Cash,14:35,3/19/2019,55.881,2.661,2,26.61,Electronic accessories
382,868-52-7573,24.9225,4.7619047619999995,498.45,Cash,12:09,1/14/2019,523.3725,24.9225,5,99.69,Food and beverages
383,153-58-4872,14.978,4.7619047619999995,299.56,Ewallet,15:32,3/1/2019,314.538,14.978,4,74.89,Food and beverages
384,662-72-2873,10.235,4.7619047619999995,204.7,Ewallet,13:58,1/6/2019,214.935,10.235,5,40.94,Food and beverages
385,525-88-7307,3.7910000000000004,4.7619047619999995,75.82,Cash,13:19,1/31/2019,79.611,3.7910000000000004,1,75.82,Sports and travel
386,689-16-9784,14.030999999999999,4.7619047619999995,280.62,Cash,13:37,3/11/2019,294.651,14.030999999999999,6,46.77,Food and beverages
387,725-56-0833,16.16,4.7619047619999995,323.2,Credit card,16:49,2/20/2019,339.36,16.16,10,32.32,Health and beauty
388,394-41-0748,24.3315,4.7619047619999995,486.63,Ewallet,14:55,1/27/2019,510.9615,24.3315,9,54.07,Fashion accessories
389,596-42-3999,6.377000000000001,4.7619047619999995,127.54,Credit card,14:04,3/10/2019,133.917,6.377000000000001,7,18.22,Food and beverages
390,541-89-9860,12.072000000000001,4.7619047619999995,241.44,Cash,12:31,2/15/2019,253.512,12.072000000000001,3,80.48,Fashion accessories
391,173-82-9529,18.975,4.7619047619999995,379.5,Cash,14:51,1/26/2019,398.475,18.975,10,37.95,Fashion accessories
392,563-36-9814,3.841,4.7619047619999995,76.82,Ewallet,18:27,2/13/2019,80.661,3.841,1,76.82,Electronic accessories
393,308-47-4913,26.13,4.7619047619999995,522.6,Credit card,12:45,3/9/2019,548.73,26.13,10,52.26,Sports and travel
394,885-17-6250,3.987,4.7619047619999995,79.74,Ewallet,10:36,3/6/2019,83.727,3.987,1,79.74,Health and beauty
395,726-27-2396,19.375,4.7619047619999995,387.5,Ewallet,20:36,1/24/2019,406.875,19.375,5,77.5,Health and beauty
396,316-01-3952,13.5675,4.7619047619999995,271.35,Ewallet,14:16,3/13/2019,284.9175,13.5675,5,54.27,Food and beverages
397,760-54-1821,6.1155,4.7619047619999995,122.31,Cash,10:26,3/15/2019,128.4255,6.1155,9,13.59,Home and lifestyle
398,793-10-3222,12.318,4.7619047619999995,246.36,Credit card,13:30,3/5/2019,258.678,12.318,6,41.06,Health and beauty
399,346-12-3257,8.658,4.7619047619999995,173.16,Cash,16:28,3/4/2019,181.81799999999998,8.658,9,19.24,Electronic accessories
400,110-05-6330,11.829,4.7619047619999995,236.58,Credit card,20:18,3/25/2019,248.40900000000002,11.829,6,39.43,Food and beverages
401,651-61-0874,9.244,4.7619047619999995,184.88,Credit card,20:04,3/12/2019,194.12400000000002,9.244,4,46.22,Home and lifestyle
402,236-86-3015,0.6990000000000001,4.7619047619999995,13.98,Ewallet,13:38,2/4/2019,14.679,0.6990000000000001,1,13.98,Home and lifestyle
403,831-64-0259,9.9375,4.7619047619999995,198.75,Ewallet,10:43,2/22/2019,208.6875,9.9375,5,39.75,Fashion accessories
404,587-03-7455,34.2265,4.7619047619999995,684.53,Ewallet,17:30,2/16/2019,718.7565,34.2265,7,97.79,Fashion accessories
405,882-40-4577,13.452,4.7619047619999995,269.04,Credit card,15:28,1/19/2019,282.492,13.452,4,67.26,Sports and travel
406,732-67-5346,3.4475,4.7619047619999995,68.95,Credit card,19:07,1/11/2019,72.3975,3.4475,5,13.79,Food and beverages
407,725-32-9708,13.742,4.7619047619999995,274.84,Cash,19:01,1/4/2019,288.582,13.742,4,68.71,Fashion accessories
408,256-08-8343,11.306,4.7619047619999995,226.12,Ewallet,19:48,3/4/2019,237.426,11.306,4,56.53,Home and lifestyle
409,372-26-1506,5.955,4.7619047619999995,119.1,Ewallet,19:24,1/28/2019,125.055,5.955,5,23.82,Fashion accessories
410,244-08-0162,17.105,4.7619047619999995,342.1,Cash,13:00,1/2/2019,359.205,17.105,10,34.21,Health and beauty
411,569-71-4390,2.187,4.7619047619999995,43.74,Ewallet,14:29,1/25/2019,45.927,2.187,2,21.87,Sports and travel
412,132-23-6451,5.2425,4.7619047619999995,104.85,Cash,13:21,1/4/2019,110.0925,5.2425,5,20.97,Health and beauty
413,696-90-2548,3.8760000000000003,4.7619047619999995,77.52,Ewallet,18:55,3/10/2019,81.396,3.8760000000000003,3,25.84,Sports and travel
414,472-15-9636,20.372,4.7619047619999995,407.44,Ewallet,19:36,3/22/2019,427.81199999999995,20.372,8,50.93,Home and lifestyle
415,268-03-6164,4.8055,4.7619047619999995,96.11,Ewallet,16:28,1/25/2019,100.9155,4.8055,1,96.11,Health and beauty
416,750-57-9686,9.076,4.7619047619999995,181.52,Credit card,13:48,1/8/2019,190.59599999999998,9.076,4,45.38,Home and lifestyle
417,186-09-3669,4.0755,4.7619047619999995,81.51,Ewallet,10:57,1/22/2019,85.5855,4.0755,1,81.51,Health and beauty
418,848-07-1692,5.722,4.7619047619999995,114.44,Ewallet,17:13,1/12/2019,120.162,5.722,2,57.22,Health and beauty
419,745-71-3520,8.827,4.7619047619999995,176.54,Cash,10:23,2/4/2019,185.36700000000002,8.827,7,25.22,Electronic accessories
