,invoice_id,branch,city
805,220-68-6701,A,Yangon
806,618-34-8551,A,Yangon
807,257-60-7754,A,Yangon
808,559-61-5987,B,Mandalay
809,189-55-2313,C,Naypyitaw
810,565-91-4567,B,Mandalay
811,380-60-5336,A,Yangon
812,815-04-6282,C,Naypyitaw
813,674-56-6360,A,Yangon
814,778-34-2523,A,Yangon
815,499-27-7781,B,Mandalay
816,477-59-2456,C,Naypyitaw
817,832-51-6761,A,Yangon
818,869-11-3082,B,Mandalay
819,190-59-3964,B,Mandalay
820,366-43-6862,B,Mandalay
821,186-43-8965,A,Yangon
822,784-21-9238,C,Naypyitaw
823,276-75-6884,A,Yangon
824,109-86-4363,B,Mandalay
825,569-76-2760,A,Yangon
826,222-42-0244,B,Mandalay
827,760-53-9233,A,Yangon
828,538-22-0304,C,Naypyitaw
829,416-17-9926,A,Yangon
830,237-44-6163,A,Yangon
831,636-17-0325,B,Mandalay
832,343-75-9322,B,Mandalay
833,528-14-9470,A,Yangon
834,427-45-9297,B,Mandalay
835,807-34-3742,A,Yangon
836,288-62-1085,A,Yangon
837,670-71-7306,B,Mandalay
838,660-29-7083,C,Naypyitaw
839,271-77-8740,C,Naypyitaw
840,497-36-0989,A,Yangon
841,291-59-1384,B,Mandalay
842,860-73-6466,A,Yangon
843,549-23-9016,C,Naypyitaw
844,896-34-0956,A,Yangon
845,804-38-3935,A,Yangon
846,585-90-0249,A,Yangon
847,862-29-5914,C,Naypyitaw
848,845-94-6841,C,Naypyitaw
849,125-45-2293,A,Yangon
850,843-73-4724,A,Yangon
851,409-33-9708,A,Yangon
852,658-66-3967,C,Naypyitaw
853,866-70-2814,B,Mandalay
854,160-22-2687,A,Yangon
855,895-03-6665,B,Mandalay
856,770-42-8960,B,Mandalay
857,748-45-2862,A,Yangon
858,234-36-2483,B,Mandalay
859,316-66-3011,A,Yangon
860,848-95-6252,C,Naypyitaw
861,840-76-5966,A,Yangon
862,152-03-4217,B,Mandalay
863,533-66-5566,B,Mandalay
864,124-31-1458,A,Yangon
865,176-78-1170,C,Naypyitaw
866,361-59-0574,B,Mandalay
867,101-81-4070,C,Naypyitaw
868,631-34-1880,C,Naypyitaw
869,852-82-2749,A,Yangon
870,873-14-6353,A,Yangon
871,584-66-4073,C,Naypyitaw
872,544-55-9589,B,Mandalay
873,166-19-2553,A,Yangon
874,737-88-5876,A,Yangon
875,154-87-7367,C,Naypyitaw
876,885-56-0389,C,Naypyitaw
877,608-05-3804,B,Mandalay
878,448-61-3783,A,Yangon
879,761-49-0439,B,Mandalay
880,490-95-0021,B,Mandalay
881,115-38-7388,C,Naypyitaw
882,311-13-6971,B,Mandalay
883,291-55-6563,A,Yangon
884,548-48-3156,A,Yangon
885,460-93-5834,A,Yangon
886,325-89-4209,A,Yangon
887,884-80-6021,A,Yangon
888,137-74-8729,C,Naypyitaw
889,880-46-5796,A,Yangon
890,389-70-2397,C,Naypyitaw
891,114-35-5271,B,Mandalay
892,607-76-6216,C,Naypyitaw
893,715-20-1673,B,Mandalay
894,811-35-1094,B,Mandalay
895,699-88-1972,B,Mandalay
896,781-84-8059,C,Naypyitaw
897,409-49-6995,C,Naypyitaw
898,725-54-0677,C,Naypyitaw
899,146-09-5432,A,Yangon
900,377-79-7592,C,Naypyitaw
901,509-10-0516,B,Mandalay
902,595-94-9924,A,Yangon
903,865-41-9075,A,Yangon
904,545-07-8534,C,Naypyitaw
905,118-62-1812,C,Naypyitaw
906,450-42-3339,C,Naypyitaw
907,851-98-3555,B,Mandalay
908,186-71-5196,A,Yangon
909,624-01-8356,B,Mandalay
910,313-66-9943,B,Mandalay
911,151-27-8496,C,Naypyitaw
912,453-33-6436,A,Yangon
913,522-57-8364,A,Yangon
914,459-45-2396,A,Yangon
915,717-96-4189,C,Naypyitaw
916,722-13-2115,C,Naypyitaw
917,749-81-8133,A,Yangon
918,777-67-2495,B,Mandalay
919,636-98-3364,B,Mandalay
920,246-55-6923,C,Naypyitaw
921,181-82-6255,B,Mandalay
922,838-02-1821,C,Naypyitaw
923,887-42-0517,C,Naypyitaw
924,457-12-0244,C,Naypyitaw
925,226-34-0034,B,Mandalay
926,321-49-7382,B,Mandalay
927,397-25-8725,A,Yangon
928,431-66-2305,B,Mandalay
929,825-94-5922,B,Mandalay
930,641-62-7288,B,Mandalay
931,756-93-1854,C,Naypyitaw
932,243-55-8457,A,Yangon
933,458-10-8612,C,Naypyitaw
934,501-61-1753,B,Mandalay
935,235-06-8510,C,Naypyitaw
936,433-08-7822,C,Naypyitaw
937,361-85-2571,A,Yangon
938,131-70-8179,A,Yangon
939,500-02-2261,C,Naypyitaw
940,720-72-2436,A,Yangon
941,702-83-5291,C,Naypyitaw
942,809-69-9497,A,Yangon
943,449-16-6770,A,Yangon
944,333-23-2632,A,Yangon
945,489-82-1237,A,Yangon
946,859-97-6048,C,Naypyitaw
947,676-10-2200,B,Mandalay
948,373-88-1424,C,Naypyitaw
949,365-16-4334,B,Mandalay
950,503-21-4385,B,Mandalay
951,305-89-2768,B,Mandalay
952,574-80-1489,B,Mandalay
953,784-08-0310,C,Naypyitaw
954,200-40-6154,B,Mandalay
955,846-10-0341,A,Yangon
956,577-34-7579,C,Naypyitaw
957,430-02-3888,B,Mandalay
958,867-47-1948,C,Naypyitaw
959,384-59-6655,A,Yangon
960,256-58-3609,C,Naypyitaw
961,324-92-3863,A,Yangon
962,593-08-5916,A,Yangon
963,364-34-2972,C,Naypyitaw
964,794-42-3736,B,Mandalay
965,172-42-8274,B,Mandalay
966,558-60-5016,A,Yangon
967,195-06-0432,A,Yangon
968,605-03-2706,A,Yangon
969,214-30-2776,B,Mandalay
970,746-04-1077,B,Mandalay
971,448-34-8700,B,Mandalay
972,452-04-8808,B,Mandalay
973,531-56-4728,A,Yangon
974,744-82-9138,C,Naypyitaw
975,883-69-1285,B,Mandalay
976,221-25-5073,A,Yangon
977,518-71-6847,B,Mandalay
978,156-20-0370,B,Mandalay
979,151-33-7434,B,Mandalay
980,728-47-9078,C,Naypyitaw
981,809-46-1866,A,Yangon
982,139-32-4183,A,Yangon
983,148-41-7930,C,Naypyitaw
984,189-40-5216,C,Naypyitaw
985,374-38-5555,B,Mandalay
986,764-44-8999,B,Mandalay
987,552-44-5977,B,Mandalay
988,267-62-7380,C,Naypyitaw
989,430-53-4718,B,Mandalay
990,886-18-2897,A,Yangon
991,602-16-6955,B,Mandalay
992,745-74-0715,A,Yangon
993,690-01-6631,B,Mandalay
994,652-49-6720,C,Naypyitaw
995,233-67-5758,C,Naypyitaw
996,303-96-2227,B,Mandalay
997,727-02-1313,A,Yangon
998,347-56-2442,A,Yangon
999,849-09-3807,A,Yangon
